articleID	toponym	geoID	isTitle	predID
4622	NY	5128581	1	2789986
187970	Wisconsin	5279468	0	5279468
54117	Venezuela	3625428	0	3625428
54117	Cuba	3562981	0	3562993
54117	Cuba	3562981	0	3562993
233808	Duitsland	2921044	0	2921044
233808	Nedersaksen	2862926	0	2862926
233808	Nederland	2750405	0	2750405
233808	Gronau	2917138	0	2917138
233808	Frankfurt	2925533	0	2925533
233808	Nederland	2750405	0	2750405
233808	Duitsland	2921044	0	2921044
233808	Oostenrijk	2782113	0	2782113
233808	Europa	6255148	0	6255148
233808	Nederland	2750405	0	2750405
177601	Belgie	2802361	1	2802361
177601	Lanaken	2793447	0	2793446
177601	Sittard	2747203	0	2747203
69569	Goblin Valley-park	5539635	0	0
69569	Utah	5549030	0	5549030
116131	Griekenland	390903	0	390903
224559	Nederland	2750405	0	2750405
136860	Leeuwarden	2751792	0	2751792
136860	Harlingervaart	2754815	0	2754815
78583	Jeddah	105343	0	105343
128831	Mali	2453866	0	2453866
43342	VS	6252001	1	6457402
43342	Los Angeles	5368361	0	5368361
43342	Santa Monica	5393212	0	5393212
43342	Californie	5332921	0	5332921
117978	Duitsland	2921044	1	2921044
117978	Mali	2453866	1	2453866
117978	Duitsland	2921044	0	2921044
117978	Mali	2453866	0	2453866
117978	Parijs	2988507	0	2988507
117978	Mali	2453866	0	2453866
117978	Mali	2453866	0	2453866
117978	Irak	99237	0	99237
117978	Frankrijk	3017382	0	3017382
117978	Mali	2453866	0	2453866
117978	Mali	2453866	0	2453866
117978	Bamako	2460596	0	2460596
186654	Times Square	5141023	0	5141023
139773	Hahntennjoch	2777043	0	2777043
139773	Reutte	2767511	0	7873694
139104	Uruguay	3439705	1	3439705
139104	Haarlem	2755003	1	2755003
139104	Uruguay	3439705	0	3439705
139104	Haarlem	2755003	0	2755003
139104	Uruguay	3439705	0	3439705
139104	Montevideo	3441575	0	3441575
139104	Nederland	2750405	0	2750405
139104	Nederland	2750405	0	2750405
139104	Haarlem	2755003	0	2755003
139104	Haarlem	2755003	0	2755003
139104	Hilversum	2754063	0	2754064
137408	Nieuwegein	2750325	0	2750325
82198	Den Bosch	2747350	0	2747350
6669	Oostenrijk	2782113	0	2782113
109737	Burundi	433561	1	433561
109737	EU	6695072	0	3019329
109737	VS	6252001	0	6457402
109737	Burundi	433561	0	433561
109737	Burundi	433561	0	433561
252895	Egypte	357994	1	357994
252895	Sakkara	349608	0	349608
252895	Caïro	360630	0	360630
252895	Sakkara	349608	0	349608
252895	Sakkara	349608	0	349608
252895	Egypte	357994	0	357994
252895	Memphis	352547	0	4641239
252895	piramide van Djoser	352051	0	352051
252895	Sakkara	349608	0	349608
252895	Egypte	357994	0	357994
183130	Krim	703884	1	703884
183130	Krim	703884	0	703884
183130	Rusland	2017370	0	2017370
183130	Krim	703884	0	703884
183130	Kertsj	706524	0	706524
183130	Rusland	2017370	0	2017370
183130	Kertsj	706524	0	706524
139397	Nederland	2750405	0	2750405
139397	Nederland	2750405	0	2750405
139397	Brabant	2749990	0	4799935
139397	Brabant	2749990	0	4799935
139397	Flevoland	3319179	0	3319179
139397	Overijssel	2748838	0	2748838
139397	Utrecht	2745909	0	2745912
204897	Werkhoven	2744825	1	2744825
204897	Werkhoven	2744825	0	2744825
204897	t Goy	2746380	0	2746380
204897	Werkhoven	2744825	0	2744825
204897	Cothen	2757899	0	2757899
188049	Brazilie	3469034	1	3469034
188049	Brazilie	3469034	0	3469034
188049	Brazilie	3469034	0	3469034
188049	Europa	6255148	0	6255148
188049	Zuid-Amerika	6255150	0	6255150
188049	Brazilie	3469034	0	3469034
26217	Washington	4140963	0	5815135
26217	Europa	6255148	0	6255148
26217	Frankrijk	3017382	0	3017382
26217	Griekenland	390903	0	390903
149697	VS	6252001	1	6457402
149697	Verenigde Staten	6252001	0	6252001
149697	Virginia	6254928	0	6254928
149697	Richmond	4781708	0	5387428
149697	Virginia	6254928	0	6254928
207997	Brazilie	3469034	1	3469034
207997	Venezuela	3625428	0	3625428
207997	Caracas	3646738	0	3646738
207997	Brazilie	3469034	0	3469034
207997	São Paulo	3448439	0	3448439
207997	Colombia	3686110	0	3686110
207997	Mexico	3996063	0	3530597
207997	China	1814991	0	1814991
207997	China	1814991	0	1814991
207997	Johns Hopkins University	4359528	0	4359528
76257	Syrie	163843	1	163843
76257	Syrie	163843	0	163843
76257	Latakia	173576	0	173576
76257	Rusland	2017370	0	2017370
116065	Oekraïne	690791	1	690791
116065	Oekraïne	690791	0	690791
116065	Kiev	703448	0	703448
116065	Oekraïne	690791	0	690791
116065	Svatove	692118	0	692118
116065	Loegansk	702657	0	702658
116065	Oekraïne	690791	0	690791
116065	Kiev	703448	0	703448
135609	Siena	3166548	0	3166548
239698	Nederland	2750405	0	2750405
56472	Europa	6255148	0	6255148
56472	Brazilië	3469034	0	3469034
56472	China	1814991	0	1814991
210526	Elburg	2756232	1	2756231
210526	Elburg	2756232	0	2756231
210526	Elburg	2756232	0	2756231
210526	Elburg	2756232	0	2756231
210526	Veluwe	2745664	0	2745666
210526	Veluwemeer	2745663	0	2745663
138412	Aleppo	170063	1	170063
138412	Turkije	298795	0	298795
138412	Syrie	163843	0	163843
138412	Aleppo	170063	0	170063
138412	Cilvegozu	318443	0	318443
138412	Aleppo	170063	0	170063
138412	Aleppo	170063	0	170063
138412	Aleppo	170063	0	170063
138412	Syrie	163843	0	163843
126632	Brussel	2800866	1	2800866
126632	Brussel	2800866	0	2800866
126632	Maastricht	2751283	0	2751283
126632	Brussel	2800866	0	2800866
126632	New York	5128581	0	5128581
126632	Zaventem	6296486	0	2783310
126632	Brussel	2800866	0	2800866
205036	Iran	130758	1	130758
205036	Amsterdam	2759794	0	2759794
205036	Iran	130758	0	130758
205036	Iran	130758	0	130758
205036	Teheran	112931	0	112931
205036	Iran	130758	0	130758
205036	VS	6252001	0	6457402
12491	Washington	4140963	0	5815135
238666	Den Haag	2747372	0	2747373
238666	Den Haag	2747372	0	2747373
238666	Den Haag	2747372	0	2747373
3959	Rio	3451190	1	4170062
3959	Rio de Janeiro	3451190	0	3451190
3959	Rio de Janeiro	3451190	0	3451190
183070	Den Bosch	2747351	0	2747350
46613	Bani Walid	2218840	1	2218840
46613	Bani Walid	2218840	0	2218840
46613	Bani Walid	2218840	0	2218840
46613	Misrata	2214846	0	2214846
46613	Bani Walid	2218840	0	2218840
46613	Tripoli	2210247	0	266826
46613	Bani Walid	2218840	0	2218840
152440	Groot-Brittannië	2648147	0	2635167
139202	San Francisco	5391959	1	5391959
139202	San Francisco	5391959	0	5391959
139202	San Francisco	5391959	0	5391959
139202	San Francisco	5391959	0	5391959
139202	San Andreasbreuk	5391617	0	8125576
139202	San Francisco	5391959	0	5391959
139202	San Francisco	5391959	0	5391959
172629	Amsterdam	2759794	0	2759794
172629	Hilversum	2754064	0	2754064
172629	Hilversum	2754064	0	2754064
172629	Amsterdam	2759794	0	2759794
172629	Hilversum	2754064	0	2754064
172629	Amsterdam	2759794	0	2759794
12533	Nederland	2750405	0	2750405
12533	Europa	6255148	0	6255148
243745	Kiev	703448	0	703448
243745	Koepjansk	703656	0	0
243745	Rusland	2017370	0	2017370
243745	Charkov	706483	0	706483
243745	Koepjansk	703656	0	0
243745	Charkov	706483	0	706483
243745	Rusland	2017370	0	2017370
243745	Oekraïne	690791	0	690791
243745	Koepjansk	703656	0	0
243745	Charkov	706483	0	706483
243745	Koepjansk	703656	0	0
243745	Kiev	703448	0	703448
243745	Koepjansk	703656	0	0
243745	Charkov	706483	0	706483
243745	Izjoem	707292	0	0
243745	Izjoem	707292	0	0
243745	Donbas	709718	0	709718
243745	Donbas	709718	0	709718
243745	Kiev	703448	0	703448
243745	Charkov	706483	0	706483
243745	Rusland	2017370	0	2017370
243745	Charkov	706483	0	706483
243745	Rusland	2017370	0	2017370
243745	Oekraïne	690791	0	690791
243745	Oekraïne	690791	0	690791
243745	Cherson	706448	0	706448
243745	Oekraïne	690791	0	690791
243745	Cherson	706448	0	706448
243745	Charkov	706483	0	706483
222356	Israël	294640	1	294640
222356	Ga'ash	295102	0	295102
222356	Tel Aviv	293397	0	293397
222356	Middellandse Zee	363196	0	363196
222356	Libanon	272103	0	272103
222356	Middellandse Zee	363196	0	363196
222356	Haifa	294801	0	294801
222356	Ga'ash	295102	0	295102
226616	Alaska	5879092	1	5879092
226616	Alaska	5879092	0	5879092
226616	Arctic National Wildlife Refuge	5879632	0	5879632
226616	Alaska	5879092	0	5879092
226616	Alaska	5879092	0	5879092
226616	Arctic National Wildlife Refuge	5879632	0	5879632
32247	Nedersaksen	2862926	1	2862926
32247	Hannover	2910831	0	2910831
32247	Nedersaksen	2862926	0	2862926
32247	Nedersaksen	2862926	0	2862926
14112	Tunesie	2464461	1	2464461
14112	Tunesie	2464461	0	2464461
14112	Tunesie	2464461	0	2464461
14112	Tunesie	2464461	0	2464461
11546	Marokko	2542007	0	2542007
238065	Rusland	2017370	1	2017370
238065	Oekraïne	690791	0	690791
238065	Moskou	524901	0	524901
238065	Donbas-regio	709718	0	0
238065	Rusland	2017370	0	2017370
238065	Rusland	2017370	0	2017370
238065	Oekraïne	690791	0	690791
238065	Rusland	2017370	0	2017370
238065	Kiev	703448	0	703448
238065	Oekraïne	690791	0	690791
238065	Kiev	703448	0	703448
238065	Oekraïne	690791	0	690791
238065	Kiev	703448	0	703448
238065	Basjtanka	712775	0	712775
238065	Oekraïne	690791	0	690791
238065	Verenigde Staten	6252001	0	6252001
238065	Rusland	2017370	0	2017370
238065	Oekraïne	690791	0	690791
238065	Rusland	2017370	0	2017370
238065	Rusland	2017370	0	2017370
238065	Kiev	703448	0	703448
238065	Rusland	2017370	0	2017370
238065	Odessa	698740	0	698740
238065	Donbas-regio	709718	0	0
238065	Rusland	2017370	0	2017370
238065	Marioepol	701822	0	701822
238065	Donetsk	709716	0	709717
238065	Rusland	2017370	0	2017370
238065	Krim	703884	0	703884
238065	Rusland	2017370	0	2017370
238065	Marioepol	701822	0	701822
238065	Marioepol	701822	0	701822
238065	Marioepol	701822	0	701822
238065	Charkov	706483	0	706483
238065	Donbas	709718	0	709718
238065	Rusland	2017370	0	2017370
238065	Donbas	709718	0	709718
238065	Rusland	2017370	0	2017370
238065	Oekraïne	690791	0	690791
238065	Oekraïne	690791	0	690791
238065	Rusland	2017370	0	2017370
238065	Kiev	703448	0	703448
238065	Donbas	709718	0	709718
238065	Krim	703884	0	703884
238065	Rusland	2017370	0	2017370
238065	Donetsk	709716	0	709717
238065	Loehansk	702658	0	702658
238065	Krim	703884	0	703884
238065	Oekraïne	690791	0	690791
105456	Californie	5332921	1	5332921
105456	Santa Barbara	5392952	0	5392952
105456	Californie	5332921	0	5332921
105456	Stille Oceaan	2363254	0	0
94037	Nederland	2750405	0	2750405
94037	Nederland	2750405	0	2750405
94037	Nederland	2750405	0	2750405
244779	Zuid-Holland	2743698	1	2743698
244779	Zuid-Holland	2743698	0	2743698
244779	Drenthe	2756631	0	2756631
35982	Afghanistan	1149361	1	1149361
35982	Afghanistan	1149361	0	1149361
35982	Brussel	2800866	0	2800866
35982	Afghanistan	1149361	0	1149361
35982	NAVO	6695079	0	4713893
35982	Chicago	4887398	0	4887398
35982	Afghanistan	1149361	0	1149361
35982	Afghanistan	1149361	0	1149361
35982	Chicago	4887398	0	4887398
35982	Verenigde Staten	6252001	0	6252001
35982	Brussel	2800866	0	2800866
35982	Rusland	2017370	0	2017370
35982	China	1814991	0	1814991
35982	Afghanistan	1149361	0	1149361
35982	Verenigde Staten	6252001	0	6252001
35982	Nederland	2750405	0	2750405
35982	Afghanistan	1149361	0	1149361
35982	Nederland	2750405	0	2750405
64473	Duitsland	2921044	0	2921044
64473	Baden-Württemberg	2953481	0	2953481
64473	Stuttgart	2825297	0	2825297
64473	Beieren	2951839	0	2802031
79512	Deurne	2757009	0	2799478
79512	Deurne	2757009	0	2799478
79512	Deurne	2757009	0	2799478
104154	Brussel	2800866	0	2800866
104154	EU	6695072	0	3019329
113091	Berlijn	2950159	1	2950159
113091	Berlijn	2950159	0	2950159
113091	Berlijn	2950159	0	2950159
113091	Spandau	7290252	0	7290252
207731	Indonesie	1643084	1	1643084
207731	Indonesie	1643084	0	1643084
207731	Jakarta	1642911	0	1642911
207731	Indonesie	1643084	0	1643084
207731	Nederlands-Indië	1643084	0	1643084
207731	Indonesie	1643084	0	1643084
207731	Kalibata	6751037	0	1951985
207731	Indonesie	1643084	0	1643084
207731	Nederland	2750405	0	2750405
207731	Nederland	2750405	0	2750405
207731	Jakarta	1642911	0	1642911
207731	Jogjakarta	1621177	0	1621177
207731	Java	1642673	0	1642673
207731	Kalimantan	1641903	0	12060433
207731	Sumatra	1626198	0	1626198
207731	Kalimantan	1641903	0	12060433
207731	Sumatra	1626198	0	1626198
207731	Indonesie	1643084	0	1643084
207731	Jakarta	1642911	0	1642911
207731	Surabaya	1625822	0	1625822
155550	Brabant	2758432	1	4799935
155550	Brabant	2758432	0	4799935
155550	Europa	6255148	0	6255148
155550	Brabant	2758432	0	4799935
155550	De Peel	2757157	0	2757157
155550	Brabant	2758432	0	4799935
155550	Deurne	2757009	0	2799478
